,wt-SNE 1,wt-SNE 2,type
0,-10.863068280244697,10.138740745288972,1.0
1,-13.13586124564752,10.397570670042159,1.0
2,-13.08669625775952,10.475044626724248,1.0
3,-11.037538297324673,10.353101257926479,1.0
4,-11.263280901804537,9.17132317201412,1.0
5,-13.760678835916142,9.376402773745767,1.0
6,-13.970479158486427,9.487416385212624,1.0
7,-11.379602738932046,8.943738351117757,1.0
8,-14.979134279061709,10.054032541480478,1.0
9,-12.201351927849988,12.619715892274725,1.0
10,-12.035755562257805,11.130277868118247,1.0
11,-11.731212706188565,10.560666637146374,1.0
12,-10.232570957704214,10.406523507230363,1.0
13,-15.668371025647097,9.713993187992351,1.0
14,-11.419604651748697,12.142232441216429,1.0
15,-12.269028762405316,12.90401938112319,1.0
16,-14.614559156054634,11.00645241568833,1.0
17,-14.30573329396854,11.659137221167276,1.0
18,-12.166650663565727,9.265501683306,1.0
19,-14.403851252726584,7.9511079459589995,1.0
20,-12.175696285809037,8.438658860118206,1.0
21,-12.832061178465368,7.025759003395044,1.0
22,-13.305004646900633,6.773294406061183,1.0
23,1.2717641767180972,-13.181496962366607,1.0
24,-0.5692519554649991,-8.89495031063606,1.0
25,9.872343552868609,13.716667941149431,1.0
26,1.5330551528410494,-10.288698042540288,1.0
27,11.105787234483635,21.95029311292765,1.0
28,13.00104141386711,13.8867221768327,1.0
29,12.438658371684316,14.892960439781508,1.0
30,-2.87513224866055,-18.915825891507822,1.0
31,-1.6872347589078727,-20.04762337929268,1.0
32,-3.298329214551702,-18.92177782037374,1.0
33,13.493270492237523,15.492937472065243,1.0
34,11.921916203628188,14.505258222001672,1.0
35,12.483630778706676,14.627669546979641,1.0
36,-2.4180618023091305,-18.80609905729064,1.0
37,12.182132875350927,14.10221245584185,1.0
38,-3.0456728770773864,-19.37110364243422,1.0
39,7.425835476279791,-11.623904255219372,1.0
40,10.520200481399932,21.160249766375827,1.0
41,7.2735812382132154,-11.636295907341795,1.0
42,8.462108117964814,21.79962936372704,1.0
43,-1.8334309763586785,-13.463273875600706,1.0
44,-5.655297194399752,-3.8885288754035745,1.0
45,-1.8407469657117033,-13.469348173287814,1.0
46,9.769536117337493,15.179057730359917,1.0
47,3.097346098959687,-11.437855435874532,1.0
48,6.19769388386559,25.420805701087446,1.0
49,2.4434597858604246,-11.055543892957457,1.0
50,6.197731556017787,25.114083577978658,1.0
51,-5.123959234658589,-11.029546508209252,1.0
52,9.274322052181075,14.297531113741933,1.0
53,-3.630390271334452,-7.727033955824045,1.0
54,6.773134561879336,25.79037665476077,1.0
55,11.055272286699244,23.81855831477966,1.0
56,18.417197699073895,23.86534101523147,1.0
57,12.01918978365478,15.306315918832698,1.0
58,12.53493574267157,15.599369508066928,1.0
59,-4.007386821153672,-18.84204098929795,1.0
60,-5.602418577971148,-17.89008878657143,1.0
61,16.476449901548946,21.11316387068327,1.0
62,11.454576112513166,15.23541516381817,1.0
63,16.426733429098707,21.04389428878547,1.0
64,-5.598430532079402,-17.889902882473454,1.0
65,1.7285928453550299,-13.616506183611492,1.0
66,9.347858926244115,15.534427483348969,1.0
67,2.237319038299026,-9.388710806514478,1.0
68,9.143210139877056,22.236485275885382,1.0
69,1.4040939807670216,-14.875293866962886,1.0
70,7.798764212144395,15.71164917445459,1.0
71,3.179690784188064,-10.752978204486809,1.0
72,11.838272080648759,23.50171400697376,1.0
73,3.6699863493474707,-10.937423756705291,1.0
74,6.732465974937258,25.102917878331635,1.0
75,1.4157349338189047,-14.700060752046351,1.0
76,18.355095212759085,23.56020939314261,1.0
77,-4.519422514913681,-23.912977034665445,1.0
78,-4.362095936080547,-23.937321104929918,1.0
79,-9.658786048691539,-21.42372666915307,1.0
80,-9.193090198562397,-21.62544307904433,1.0
81,0.6490569024069175,-23.972360922957254,1.0
82,-3.6800881762512576,-24.276529857255962,1.0
83,0.9617635258469774,-23.786426554132802,1.0
84,-2.7562669852609987,-24.335691558546714,1.0
85,0.042888523905221715,-4.6661582145226825,1.0
86,-0.059912367105746364,-5.2374292617985745,1.0
87,1.8096656853003201,-1.905507724384763,1.0
88,1.188628764189672,-1.9194339256250341,1.0
